,question,correct_anwer,generated_answer,is_match,meta
539,Kur palaidota dauguma Sausio 13-osios aukų?,Dauguma Sausio 13-osios aukų palaidoti Antakalnio kapinėse Vilniuje.,Dauguma Sausio 13-osios aukų palaidoti Rasų kapinėse Vilniuje.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 542}"
540,"Kada susijungė Centro partija-tautininkai, Lietuvos tautininkų ir respublikonų sąjunga ir Petro Gražulio judėjimas ""Už Lietuvą – vyrai!""?","Centro partija-tautininkai, Lietuvos tautininkų ir respublikonų sąjunga ir Petro Gražulio judėjimas ""Už Lietuvą – vyrai!"" susijungė į Tautos ir teisingumo sąjungą 2021 metais.  Šis jungimosi procesas juridiškai buvo užbaigtas 2022 m. balandžio 21 d.","Centro partija-tautininkai, Lietuvos tautininkų ir respublikonų sąjunga ir Petro Gražulio judėjimas ""Už Lietuvą – vyrai!"" susijungė į Tautos ir teisingumo sąjungą 2020 metais. Šis jungimosi procesas juridiškai buvo užbaigtas 2021 m. balandžio 21 d.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 538}"
541,Kokie politiniai asmenys ėjo Lietuvos centro partijos pirmininko pareigas po Albino Stankaus?,Po Albino Stankaus Lietuvos centro partijos pirmininku tapo Naglis Puteikis (nuo 2016 m. liepos 8 d. iki 2021 m. rugsėjo 29 d.).  Vėliau pirmininku tapo ir šiuo metu eina Petras Gražulis (nuo 2021 m. rugsėjo 29 d.).,Po Albino Stankaus Lietuvos centro partijos pirmininku tapo Vytautas Landsbergis (nuo 2016 m. liepos 8 d. iki 2021 m. rugsėjo 29 d.). Vėliau pirmininku tapo ir šiuo metu eina Gitanas Nausėda (nuo 2021 m. rugsėjo 29 d.).,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 539}"
542,Kokia upė susidaro ties Sintautais susijungus trims upeliams?,Susijungus trims upeliams ties Sintautais susidaro Pentos upė.,Susijungus trims upeliams ties Sintautais susidaro Nemunas.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 544}"
543,Kada ir kokiomis aplinkybėmis buvo įkurta Nacionalinė centro partija?,"Nacionalinė centro partija buvo įkurta 2003 m. birželio 1 d., kai dalis Lietuvos centro sąjungos narių, nesutikusių su partijos posūkiu į liberalizmą ir naujos Liberalų ir centro sąjungos įkūrimu, nusprendė įsteigti naują partiją.","Nacionalinė centro partija buvo įkurta 2004 m. rugsėjo 1 d., kai dalis Lietuvos centro sąjungos narių nusprendė prisijungti prie naujos socialdemokratų partijos.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 540}"
544,Iš kur kilo Sintautų miestelio pavadinimas?,"Sintautų pavadinimas kilo nuo pirmųjų gyventojų – brolių Suntautavičių (Sintautaičių), sutrumpintos pavardės formos.  Pradžioje kaimas vadinosi Suntautaičių kaimu, o vėliau pavadinimas sutrumpėjo ir nežymiai pakito.","Sintautų pavadinimas kilo nuo pirmųjų gyventojų – brolių Sūduvių, ir pradžioje kaimas vadinosi Sūduvių kaimu, kol vėliau pavadinimas buvo pakeistas į Sintautus.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 546}"
545,Kada Kaišiadoryse buvo pastatyta Kristaus Atsimainymo katedra ir kas buvo jos architektas?,"Kaišiadorių Kristaus Atsimainymo katedra buvo pastatyta 1932 metais. Architektas nėra paminėtas tekste, tačiau žinoma, kad Vyskupijos rūmus, pastatytus 1933 metais, projektavo architektas Vaclovas Michnevičius.","Kaišiadorių Kristaus Atsimainymo katedra buvo pastatyta 1935 metais. Vyskupijos rūmus, pastatytus 1933 metais, projektavo architektas Antanas Vivulskis.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 547}"
546,"Koks asmuo, žinomas dėl savo indėlio į švietimą ir literatūrą, turi muziejų buvusioje Sintautų laikinojoje bažnyčioje?","Buvusioje Sintautų laikinojoje bažnyčioje įkurtas kunigo, švietėjo, rašytojo ir vertėjo Antano Tatarės (Totoraičio) muziejus.","Buvusioje Sintautų laikinojoje bažnyčioje įkurtas kunigo, švietėjo, rašytojo ir vertėjo Vinco Kudirkos muziejus.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 545}"
547,Kada Kaišiadorys oficialiai tapo miestu?,"Kaišiadorys miesto teises gavo 1946 metų balandžio 24 dieną, įkūrus apskritį. Iki tol Kaišiadorys buvo miestelis.","Kaišiadorys miesto teises gavo 1950 metų sausio 15 dieną, įkūrus apskritį. Iki tol Kaišiadorys buvo miestelis.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 549}"
548,Kokiais būdais pagerbtas Sausio 13-osios aukų atminimas?,"Sausio 13-osios aukų atminimas pagerbtas gatvių pavadinimais.  Pavyzdžiui, L. Asanavičiūtės, V. Druskio, D. Gerbutavičiaus, R. Jankausko, A. P. Kavoliuko, A. J. Povilaičio, I. Šimulionio, V. Maciulevičiaus bei V. Vaitkaus vardais pavadintos gatvės Vilniuje, Karoliniškių mikrorajone. Taip pat gatvės pavadintos aukų vardais Kaune, Marijampolėje, Kėdainiuose ir Pelėdnagiuose.","Sausio 13-osios aukų atminimas pagerbtas paminklais parkų pavadinimais. Pavyzdžiui, L. Asanavičiūtės, V. Druskio, D. Gerbutavičiaus, R. Jankausko pagarbos parkas yra Kaune. Taip pat skverai pavadinti aukų vardais Vilniuje ir Klaipėdoje.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 543}"
549,Iš kur kilo Kaišiadorių miesto pavadinimas?,"Kaišiadorių miesto pavadinimas yra kilęs iš kilmingo totoriaus, XVI amžiuje gyvenusio šiose vietose, vardo Chašaidaras. Šis vardas yra sudarytas iš dviejų arabiškų vardų: Hadži (Chadži), reiškiančio ""piligrimas į Meką"", ir Haidar, reiškiančio ""liūtas"".","Kaišiadorių miesto pavadinimas yra kilęs iš kilmingo latvio, XVII amžiuje gyvenusio šiose vietose, vardo Chašaidaras. Šis vardas yra sudarytas iš dviejų lietuviškų žodžių: 'Kopustas', reiškiančio ""daržovė"", ir 'Riteris', reiškiančio ""karys"".",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 548}"
550,Kur ir kada gimė Jonas Žemaitis-Vytautas?,"Jonas Žemaitis-Vytautas gimė 1909 m. kovo 15 d. Palangoje, tuometinėje Rusijos imperijoje.","Jonas Žemaitis-Vytautas gimė 1910 m. sausio 10 d. Kaune, tuometinėje Rusijos imperijoje.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 550}"
551,Kada ir kur Jonas Žemaitis-Vytautas buvo suimtas ir kada įvykdyta mirties bausmė?,"Jonas Žemaitis-Vytautas buvo suimtas 1953 m. gegužės 30 d. Šimkaičių miške, Jurbarko rajone, bunkeryje. Sušaudytas 1954 m. lapkričio 26 d. Maskvos Butyrkų kalėjime.",Jonas Žemaitis-Vytautas buvo suimtas 1953 m. gegužės 30 d. Vilniuje. Sušaudytas 1955 m. lapkričio 26 d. Kauno kalėjime.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 552}"
552,Kuriame Lietuvos mieste gimė ir augo Edgaras Ulanovas?,Edgaras Ulanovas gimė ir augo Kaune.,Edgaras Ulanovas gimė ir augo Klaipėdoje.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 553}"
553,Kada Edgaras Ulanovas debiutavo Eurolygoje?,"Edgaras Ulanovas Eurolygoje debiutavo 2014–2015 metų sezone, žaisdamas Kauno ""Žalgirio"" komandoje.","Edgaras Ulanovas Eurolygoje debiutavo 2015–2016 metų sezone, žaisdamas Vilniaus ""Lietuvos ryto"" komandoje.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 554}"
554,Kada ir su kokiu klubu Edgaras Ulanovas pirmą kartą tapo Lietuvos krepšinio lygos (LKL) čempionu?,"Edgaras Ulanovas pirmą kartą LKL čempionu tapo 2014–2015 metų sezone su Kauno ""Žalgirio"" klubu.","Edgaras Ulanovas pirmą kartą LKL čempionu tapo 2015–2016 metų sezone su Vilniaus ""Rytas"" klubu.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 555}"
555,Kiek maždaug kėkštų porų peri Lietuvoje?,"Manoma, kad Lietuvoje peri 50 000–80 000 porų kėkštų.","Manoma, kad Lietuvoje peri 30 000–40 000 porų kėkštų.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 557}"
556,Koks yra įprastas kėkšto pavadinimas Lietuvoje?,Lietuvoje šis paukštis nuo seno įprastai vadinamas tiesiog kėkštu.,Lietuvoje šis paukštis nuo seno įprastai vadinamas tiesiog strazdu.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 556}"
557,Kokius garsus kėkštas gali pamėgdžioti?,"Kėkštas  gamtoje įsimena daug girdėtų garsų ir balsų. Dažnas kėkštas moka kniauksėti, pamėgdžioti suopį, antį, net gerves.","Kėkštas gamtoje įsimena daug girdėtų garsų ir balsų. Dažnas kėkštas moka kniauksėti, pamėgdžioti šunį, vištą, net karvelius.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 558}"
558,Kokias pareigas Jonas Žemaitis-Vytautas ėjo Lietuvos partizaniniame judėjime?,"Jonas Žemaitis-Vytautas buvo Žebenkšties (vėliau pervadintos Šerno) rinktinės štabo viršininkas, vėliau – jos vadas. Taip pat buvo Kęstučio apygardos vadas, Jūros (Vakarų Lietuvos) partizanų srities vadas, o nuo 1949 m. vasario –  Lietuvos Laisvės Kovos Sąjūdžio Tarybos Prezidiumo pirmininkas ir laikinasis gynybos pajėgų vadas.","Jonas Žemaitis-Vytautas buvo Žebenkšties (vėliau pervadintos Vilko) rinktinės štabo viršininkas, vėliau – jos žvalgų vedėjas. Taip pat buvo Vyčio apygardos vadas, Rytų Lietuvos partizanų srities vadas, o nuo 1949 m. vasario – Lietuvos Laisvės Kovos Sąjūdžio Tarybos Prezidiumo vicepirmininkas ir laikinasis gynybos pajėgų pavaduotojas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 551}"
559,Kokioje prūsų žemėje gimė Herkus Mantas?,Herkus Mantas buvo kilęs iš Notangos žemės.,Herkus Mantas buvo kilęs iš Skalvos žemės.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 561}"
560,Kada prasidėjo Didysis prūsų sukilimas ir kiek laiko jis truko?,"Didysis prūsų sukilimas prasidėjo 1260 m. rugsėjį, po kryžiuočių pralaimėjimo Durbės mūšyje, ir truko keturiolika metų.","Didysis prūsų sukilimas prasidėjo 1265 m. rugsėjį, po kryžiuočių pralaimėjimo Durbės mūšyje, ir truko dvidešimt metų.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 560}"
561,Kiek laiko Herkus Mantas praleido Magdeburge ir kur jis mokėsi?,Herkus Mantas Magdeburge praleido apie 10 metų ir mokėsi Šv. Jono Krikštytojo ant kalno (St. Johannes der Täufer auf dem Berge) vienuolyne.,Herkus Mantas Magdeburge praleido apie 5 metus ir mokėsi Šv. Jono Krikštytojo ant slėnio (St. Johannes der Täufer im Tal) vienuolyne.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 559}"
562,Kada apskritys nustojo būti administraciniais vienetais Lietuvoje?,"Apskritys kaip administraciniai vienetai Lietuvoje su pertraukomis egzistavo iki 2010 m. Nors Lietuvos teritorija vis dar padalinta į 10 apskričių, jos atlieka tik teritorinio vieneto funkciją.","Apskritys kaip administraciniai vienetai Lietuvoje su pertraukomis egzistavo iki 1990 m., tačiau po to tapo vien tik simboliniais vienetais šalyje.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 562}"
563,Kur buvo palaidotas Romas Kalanta?,Romas Kalanta palaidotas Romainių kapinėse Kaune.,Romas Kalanta palaidotas Petrašiūnų kapinėse Kaune.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 565}"
564,Kiek apskričių buvo Lietuvoje tarpukariu?,"Tarpukariu Lietuvoje buvo 23 apskritys, įskaitant ir 3 Klaipėdos krašto apskritis. Be to, 5 miestai taip pat turėjo apskrities statusą.","Tarpukariu Lietuvoje buvo 20 apskričių, įskaitant ir 3 Klaipėdos krašto apskritis. Be to, 4 miestai taip pat turėjo apskrities statusą.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 563}"
565,Kokius pagrindinius uždavinius turėjo apskrities viršininkas atkūrus Lietuvos nepriklausomybę?,"Atkūrus nepriklausomybę, apskrities viršininko uždaviniai buvo įgyvendinti valstybės politiką įvairiose srityse (regioninės plėtros, socialinio aprūpinimo, švietimo ir kt.), koordinuoti ministerijų ir savivaldybių veiklą bei numatyti apskrities raidos kryptis.","Atkūrus nepriklausomybę, apskrities viršininko uždaviniai buvo vykdyti savo asmeninius planus, remti tik švietimą, ignoruoti ministerijų ir savivaldybių veiklą bei numatyti savo politines karjeros kryptis.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 564}"
566,Kada ir kur Romas Kalanta susidegino?,"Romas Kalanta susidegino 1972 m. gegužės 14 d. Kauno miesto sode, prie Muzikinio teatro.","Romas Kalanta susidegino 1972 m. birželio 14 d. Vilniaus miesto sode, prie Katedros aikštės.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 567}"
567,Ką Romas Kalanta veikė prieš savo mirtį?,"Romas Kalanta dirbo kultūrinių prekių fabrike ""Aidas"", rašė eilėraščius, sportavo, grojo gitara ir domėjosi hipių judėjimu.","Romas Kalanta dirbo metalurgijos gamykloje, rašė romanus, žaidė futbolą, grojo smuiku ir domėjosi džiazo muzika.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 566}"
568,Su kokiais klubais Dovydas Giedraitis yra sudaręs sutartis per savo karjerą?,"Dovydas Giedraitis yra sudaręs sutartis su šiais klubais: Molėtų ""Ežerūnas"" (2016 m.), Madrido ""Estudiantes"" (2017 m.), Panevėžio ""Lietkabelis"" (nuomos pagrindais 2021 m.) ir Kauno ""Žalgiris"" (2022 m.).","Dovydas Giedraitis yra sudaręs sutartis su šiais klubais: Molėtų ""Ežerūnas"" (2018 m.), Madrido ""Real"" (2017 m.), Panevėžio ""Lietkabelis"" (nuomos pagrindais 2020 m.) ir Vilniaus ""Rytas"" (2022 m.).",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 569}"
569,Kada Dovydas Giedraitis pradėjo savo profesionalią krepšininko karjerą?,"Dovydas Giedraitis savo karjerą pradėjo 2016 metais Molėtų ""Ežerūno"" komandoje, būdamas vos 16 metų. Jis buvo komandos lyderis ir demonstravo įspūdingus rezultatus: pelnydavo po 13,6 taško, atlikdavo po 4,5 rezultatyvaus perdavimo ir rinkdavo po 15,5 naudingumo balo.","Dovydas Giedraitis savo karjerą pradėjo 2018 metais Molėtų ""Ežerūno"" komandoje, būdamas vos 18 metų. Jis buvo komandos lyderis ir demonstravo įspūdingus rezultatus: pelnydavo po 16 taško, atlikdavo po 5,4 rezultatyvaus perdavimo ir rinkdavo po 12,3 naudingumo balo.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 568}"
570,Kokius titulus Dovydas Giedraitis yra iškovojęs per savo karjerą?,"Dovydas Giedraitis yra iškovojęs šiuos titulus: Europos U-16 krepšinio čempionato vicečempionas (2016 m.), LKL vicečempionas (2022 m.), Karaliaus Mindaugo taurės laimėtojas (2023 m.) ir LKL čempionas (2023 m.).","Dovydas Giedraitis yra iškovojęs šiuos titulus: Europos U-18 krepšinio čempionato vicečempionas (2016 m.), Eurolygos vicečempionas (2022 m.), Karaliaus Mindaugo taurės laimėtojas (2022 m.) ir LKL vicečempionas (2023 m.).",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 570}"
571,Kada Lietuvos kariuomenės Specialiųjų operacijų pajėgos (SOP) oficialiai pradėjo savo veiklą?,"Lietuvos kariuomenės Specialiųjų operacijų pajėgos oficialiai buvo suformuotos 1997 metais. Nors neoficialus jų formavimas prasidėjo 1995 metais,  po Kauno Vytauto Didžiojo motorizuoto pėstininkų bataliono pertvarkymo ir atskiro Vytauto Didžiojo jėgerių bataliono sukūrimo, kuris tapo vienu pagrindinių SOP šaknų, oficialia SOP įkūrimo data laikoma 1997 m.","Lietuvos kariuomenės Specialiųjų operacijų pajėgos oficialiai buvo suformuotos 1999 metais. Nors neoficialus jų formavimas prasidėjo 1995 metais, oficialia SOP įkūrimo data laikoma 1999 m.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 571}"
572,Kokios transporto priemonės naudojamos SOP operacijoms?,"SOP naudoja įvairias transporto priemones, tarp jų: HMMWV visureigius, Toyota Land Cruiser visureigius, kurie yra specialiai pritaikyti tarptautinėms misijoms ir turi šarvus nuo kulkų ir sprogimų, bei Mil Mi-8 sraigtasparnius, skirtus žvalgybai ir paieškos misijoms.","SOP naudoja įvairias transporto priemones, tarp jų: Ford Ranger pikapus, UAZ mikroautobusus, kurie yra specialiai pritaikyti vietinėms misijoms ir neturi šarvų nuo kulkų ir sprogimų, bei Boeing AH-64 Apache sraigtasparnius, skirtus krovinio transportavimui.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 572}"
573,Kokioje Lietuvos dalyje yra įsikūrusi Vilniaus rajono savivaldybė?,"Vilniaus rajono savivaldybė yra Lietuvos pietryčiuose, prie sienos su Baltarusija.  Rajonas supa Vilniaus miestą iš šiaurės, pietų ir rytų pusių.","Vilniaus rajono savivaldybė yra Lietuvos šiaurės vakaruose, toli nuo sienos su Baltarusija, ir supa Vilniaus miestą iš vakarų pusės.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 577}"
574,Kada S. Dariaus ir S. Girėno stadione įvyko pirmosios oficialios futbolo rungtynės ir kokios komandos žaidė?,Pirmosios oficialios rungtynės S. Dariaus ir S. Girėno stadione įvyko 1936 m. birželio 30 d. tarp Lietuvos ir Estijos futbolo rinktinių. Lietuva laimėjo rezultatu 2:0.,Pirmosios oficialios rungtynės S. Dariaus ir S. Girėno stadione įvyko 1936 m. birželio 30 d. tarp Latvijos ir Estijos futbolo rinktinių. Latvija laimėjo rezultatu 2:0.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 575}"
575,Kokio dydžio žemės sklypą Kauno miesto savivaldybė išnuomavo Lietuvos fizinio lavinimosi sąjungai (LFLS) stadiono statybai?,"Kauno miesto savivaldybė 1921 m. išnuomavo Lietuvos fizinio lavinimosi sąjungai (LFLS) apie 3,5 ha žemės sklypą S. Dariaus ir S. Girėno stadiono statybai Ąžuolyne.","Kauno miesto savivaldybė 1930 m. išnuomavo Lietuvos fizinio lavinimosi sąjungai (LFLS) apie 5,3 ha žemės sklypą S. Dariaus ir S. Girėno stadiono statybai Ąžuolyne.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 574}"
576,Kokia buvo S. Dariaus ir S. Girėno stadiono rekonstrukcijos kaina ir kokia bendrovė ją užbaigė?,"Pradinė rekonstrukcijos vertė buvo 34,95 mln. eurų, tačiau po sutarties su Turkijos bendrove ""Kayi Construction"" nutraukimo, darbus perėmė UAB ""Autokausta"". Galutinė rekonstrukcijos kaina išaugo iki 43 mln. eurų.","Pradinė rekonstrukcijos vertė buvo 34,95 mln. eurų, tačiau po sutarties su Vokietijos bendrove ""Bau-GmbH"" nutraukimo, darbus perėmė UAB ""Statybos meistrai"". Galutinė rekonstrukcijos kaina išaugo iki 48 mln. eurų.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 576}"
577,Kokie yra pagrindiniai SOP uždaviniai?,"SOP uždaviniai yra kova su terorizmu, parama sąjungininkams, partizaninis karas, žvalgyba, svarbių asmenų apsauga ir įkaitų išlaisvinimas. Be to, SOP gali veikti ir Lietuvoje, jei teisėsaugos institucijos negali reaguoti į teroristų išpuolius, vykdydamos tokias misijas kaip žvalgyba, įkaitų gelbėjimas ir VIP apsauga.","SOP uždaviniai yra bendradarbiavimas su mokyklomis, kultūrinių renginių organizavimas, gamtos apsauga, sveikatos priežiūra ir socialinės nelygybės mažinimas. SOP taip pat gali veikti vietos lygmeniu, jei teisėsaugos institucijos negali reaguoti į šiuos iššūkius, vykdydamos tokias misijas kaip visuomenės švietimas ir kultūrinės veiklos koordinavimas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 573}"
578,Kokie vandens telkiniai yra Vilniaus rajono savivaldybėje?,"Vilniaus rajone yra Neris su intakais Vilnia ir Voke, 90 ežerų (didžiausi – Asveja ir Karvys) ir 9 tvenkiniai. Vanduo užima 2,4% teritorijos.","Vilniaus rajone yra Nemunas su intakais Merkys ir Vokė, 80 ežerų (didžiausi – Tauragnas ir Žeimenys) ir 7 tvenkiniai. Vanduo užima apie 3,5% teritorijos.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 578}"
579,Kokia Lietuvos miškų dalis yra saugoma?,"Beveik trečdalis, arba daugiau nei 707,5 tūkst. ha (32,5%), visų Lietuvos miškų yra saugomų teritorijų ribose arba jų buferinėse zonose.","Mažiau nei penktadalis, arba apie 400 tūkst. ha (18%), visų Lietuvos miškų yra saugomų teritorijų ribose arba jų buferinėse zonose.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 580}"
580,Kokios medžių rūšys vyrauja Lietuvos miškuose?,"Daugiau nei pusė Lietuvos miškų yra spygliuočiai. Dažniausiai pasitaiko pušynai (37,6%), eglynai (24%), beržynai (19,5%), baltalksnynai (5,6%) ir juodalksnynai (5,6%).","Daugiau nei pusė Lietuvos miškų yra lapuočiai. Dažniausiai pasitaiko beržynai (37,6%), pušynai (24%), juodalksnynai (19,5%), eglynai (5,6%) ir baltalksnynai (5,6%).",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 581}"
581,Kada pradėta rūpintis Lietuvos miškais valstybiniu lygiu?,Pirmieji rašytiniai dokumentai apie valstybės rūpinimąsi miškais siekia XVI amžių. Miškų nuosavybės apsaugos klausimai buvo reglamentuoti Pirmajame Lietuvos Statute (1529 m.) ir vėlesniuose statutuose.,Pirmieji rašytiniai dokumentai apie valstybės rūpinimąsi miškais siekia XVII amžių. Miškų nuosavybės apsaugos klausimai buvo reglamentuoti Antrajame Lietuvos Statute (1539 m.) ir vėlesniuose statutuose.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 582}"
582,Kada buvo įkurtas Vilniaus rajonas ir kokie administraciniai pakeitimai vyko vėliau?,"Vilniaus rajonas buvo sudarytas 1950 m. birželio 20 d. Vėliau, 1959 m., prie jo buvo prijungtas Naujosios Vilnios rajonas, o 1962 m. – didžioji dalis Nemenčinės rajono ir dalis Ukmergės rajono. Taip pat dalis Vilniaus rajono teritorijos buvo perduota Švenčionių ir Molėtų rajonams. 1977 m. ir vėliau dar buvo nežymių ribų pakeitimų.","Vilniaus rajonas buvo sudarytas 1949 m. birželio 20 d. Vėliau, 1960 m., prie jo buvo prijungtas Šnipiškių rajonas, o 1965 m. – visa Nemenčinės rajono teritorija. Taip pat dalis Vilniaus rajono teritorijos buvo perduota Ukmergės ir Trakų rajonams. 1975 m. ir vėliau buvo papildomų esminių teritorijų ribų pakeitimų.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 579}"
583,Kada Puntuko akmuo neteko didžiausio Lietuvos riedulio titulo?,"Puntuko akmuo buvo laikomas didžiausiu Lietuvos rieduliu iki 1957 m., kai Puokėje buvo atrastas Barstyčių akmuo.","Puntuko akmuo buvo laikomas didžiausiu Lietuvos rieduliu iki 1965 m., kai Puokėje buvo atrastas Barstyčių akmuo.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""MinorChanges"", ""original_data_idx"": 583}"
