,question,correct_anwer,generated_answer,is_match,meta
620,"Cik pasažieru apkalpoja lidosta ""Rīga"" 2018. gadā?",2018. gadā lidostas pasažieru skaits pārsniedza 7 miljonus.,"2018. gadā lidostā ""Rīga"" tika apkalpoti vairāk nekā 7 miljoni pasažieru.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 120}"
621,Kurā gadā tika atvērts Ziemeļu terminālis?,Ziemeļu terminālis tika atvērts 2016. gadā.,"Ziemeļu terminālis savu darbību uzsāka 2016. gadā, kad tas pirmo reizi vēra savas durvis sabiedrībai.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 119}"
622,Kas notika ar Cēsu pili Livonijas kara laikā?,"Livonijas kara laikā, 1577. gadā, Cēsu pils aizstāvji paši to uzspridzināja, lai nenonāktu krievu rokās. Ap 300 cilvēku, tostarp sievietes un bērni, palika aprakti zem pils drupām.","Livonijas kara laikā, 1577. gadā, Cēsu pils aizstāvji izvēlējās to paši uzspridzināt, lai neļautu krieviem to iekarot. Šajā traģiskajā notikumā apmēram 300 cilvēku, tostarp sievietes un bērni, atradās zem drupām.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 118}"
623,Kad plānots pabeigt Rail Baltica dzelzceļa stacijas būvniecību pie lidostas?,Rail Baltica dzelzceļa stacijas būvniecību pie lidostas plānots pabeigt 2025. gada beigās.,"Rail Baltica dzelzceļa stacija pie lidostas plānots nodot ekspluatācijā 2025. gada beigās, līdzīgi kā citas infrastruktūras vietas Baltijas reģionā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 121}"
624,Kāda ir Latvijas demogrāfijas definīcija?,"Latvijas demogrāfija ir Latvijas iedzīvotāju demogrāfisko rādītāju kopums, kas ietver informāciju par iedzīvotāju skaitu, tautību, urbanizācijas līmeni, dzimumstruktūru, vecumstruktūru un citiem rādītājiem.","Latvijas demogrāfija atspoguļo dažādus demogrāfiskos rādītājus, piemēram, iedzīvotāju skaitu, tautību, pilsētu un lauku attiecību, dzimuma sastāvu, vecuma sadalījumu un citus faktorus.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 122}"
625,Kāds bija aptuvenais Latvijas iedzīvotāju skaits 13. gadsimta vidū?,13. gadsimta vidū kopējais iedzīvotāju skaits tagadējās Latvijas teritorijā tiek lēsts ap 300 000.,"Aptuveni 13. gadsimta vidū Latvijas teritorijā dzīvoja ap 300 000 cilvēku, pat ja iedzīvotāju skaits šajā reģionā vēlāk ievērojami mainījās.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 124}"
626,Kurā gadā Jānis Kristaps Čakste absolvēja Maskavas Universitāti?,"Jānis Kristaps Čakste absolvēja Maskavas Universitāti 1886. gadā, aizstāvot diplomdarbu par romiešu tiesībām.","Jānis Kristaps Čakste pabeidza Maskavas Universitāti 1886. gadā, kur viņa diploms bija veltīts romiešu tiesību tēmai.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 127}"
627,Kurš vēsturnieks veica iedzīvotāju skaita aplēses 1700. gadam?,"Vēsturnieks Edgars Dunsdorfs veica iedzīvotāju skaita aplēses 1700. gadam, lēstot, ka Latvijas teritorijā dzīvoja 465 000 iedzīvotāju.","Edgars Dunsdorfs, vēsturnieks, bija tas, kurš 1700. gadam veica iedzīvotāju skaita aprēķinus, aprēķinot, ka Latvijas teritorijā tolaik dzīvoja ap 465 000 iedzīvotāju.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 125}"
628,Kāds bija summārais dzimstības koeficients Latvijā pirms Pirmā pasaules kara?,"Pirms Pirmā pasaules kara summārais dzimstības koeficients Latvijā bija nedaudz zemāks par 3,0 dzimušajiem uz vienu sievieti, kas ir apmēram par 10 procentiem zemāks nekā nepieciešams pilnai paaudžu nomaiņai.","Nedaudz pirms Pirmā pasaules kara summārais dzimstības koeficients Latvijā bija nedaudz zem 3,0 dzimušajiem uz sievieti, kas bija apmēram par 10% zemāks nekā nepieciešams, lai pilnībā nodrošinātu paaudžu nomaiņu.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 126}"
629,Kā mainījās latviešu īpatsvars Latvijā 19. gadsimta beigās un kāpēc?,"19. gadsimta beigās latviešu īpatsvars samazinājās Krievijas Impērijas pārkrievošanas politikas un industrializācijas rezultātā notikušās krievu un ebreju imigrācijas dēļ. 1897. gada tautas skaitīšana uzrādīja 68,3% latviešu, salīdzinot ar aptuveni 90% 18. gadsimta beigās.","19. gadsimta beigās latviešu īpatsvars saruka sakarā ar Krievijas Impērijas pārkrievošanas politiku, kā arī industrializācijas radīto krievu un ebreju imigrāciju, kas noveda pie būtiska iedzīvotāju sastāva izmaiņām. 1897. gadā tautas skaitīšana uzrādīja 68,3% latviešu īpatsvaru, bet 18. gadsimta beigās latvieši veidoja apmēram 90% no iedzīvotāju kopuma. ",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 123}"
630,Kādu apbalvojumu Jānis Čakste saņēma 1925. gadā?,1925. gada 24. februārī Jānis Čakste tika apbalvots ar I šķiras Triju Zvaigžņu ordeni.,"Jānis Čakste, 1925. gada 24. februārī, saņēma I šķiras Triju Zvaigžņu ordeni, kas ir viens no augstākajiem apbalvojumiem Latvijā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 130}"
631,Kādu lomu Jānis Čakste spēlēja IV Vispārējos latviešu Dziesmu un Mūzikas svētkos?,"Pēc Kurzemes lauku biedrību lūguma, Jānis Čakste panāca, ka IV Vispārējie latviešu Dziesmu un Mūzikas svētki notika Jelgavā 1895. gadā. Viņš arī daļēji finansēja svētkus, sedzot 4000 zelta rubļu lielus zaudējumus.","IV Vispārējo latviešu Dziesmu un Mūzikas svētku laikā, pēc Kurzemes lauku biedrību lūguma, Jānis Čakste nodrošināja, ka svētki 1895. gadā notika Jelgavā. Viņš arī sniedza finansiālu atbalstu, sedzot 4000 zelta rubļu lielus izdevumus.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 128}"
632,Kādā sakarā Jānis Čakste apmeklēja ASV?,"1916. gada decembrī Bēgļu apgādāšanas centrālkomiteja nosūtīja Čaksti uz ASV līdzekļu vākšanas nolūkos, taču viņš nokļuva tikai līdz Stokholmai, kur uzzināja par Februāra revolūciju Krievijā.","1916. gada decembrī Bēgļu apgādāšanas centrālkomiteja nosūtīja Jāni Čaksti uz ASV, lai vāktu līdzekļus. Tomēr viņam izdevās tikt vien līdz Stokholmai, kur saņēma ziņas par Februāra revolūciju Krievijā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 129}"
633,Kurā gadā Vaira Vīķe-Freiberga tika atzīta par Eiropas Gada cilvēku Latvijā?,Vaira Vīķe-Freiberga tika atzīta par Eiropas Gada cilvēku Latvijā 2001. gadā.,2001. gadā Vaira Vīķe-Freiberga tika pagodināta un atzīta par Eiropas Gada cilvēku Latvijā.,True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 131}"
634,Kādēļ Vaira Vīķe-Freiberga tika izvirzīta par Valsts prezidentes kandidāti 1999. gadā?,"1999. gadā Saeimai neizdevās vienoties par prezidenta kandidātu, un bija skaidrs, ka varēs ievēlēt tikai tādu personu, kura nav saistīta ne ar vienu partiju. Vaira Vīķe-Freiberga atbilda šiem kritērijiem.","1999. gadā, kad Saeima nevarēja vienoties par prezidenti no partijām, un bija nepieciešams neitrāls kandidāts, Vaira Vīķe-Freiberga tika izvirzīta, jo viņa nebija saistīta ar nevienu politisko spēku.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 132}"
635,Cik liela ir Jēkabpils pilsētas teritorija?,"Jēkabpils pilsētas administratīvajās robežās teritorija aizņem 25,53 km2.","Jēkabpils pilsētas teritorija, kas ietilpst tās administratīvajās robežās, ir 25,53 km2 liela.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 136}"
636,"Ar ko nodarbojās Vairas Vīķes-Freibergas vīrs, Imants Freibergs?","Līdz 1999. gadam Imants Freibergs bija profesors Kvebekas Universitātē Monreālā, bet no 2001. gada - Latvijas Informācijas un komunikāciju tehnoloģijas asociācijas (LIKTA) prezidents. Kopā ar sievu viņš arī nodarbojās ar dainu pētniecību.","Pirms 1999. gada Imants Freibergs bija profesors Kvebekas Universitātē Monreālā, bet sākot ar 2001. gadu, pildīja Latvijas Informācijas un komunikāciju tehnoloģijas asociācijas (LIKTA) prezidenta pienākumus. Viņš kopā ar savu sievu Vairu Vīķi-Freibergu arī praktizēja dainu pētniecību.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 133}"
637,Kad tika apvienotas Jēkabpils un Krustpils?,Jēkabpils un Krustpils tika administratīvi apvienotas 1962. gadā.,"Jēkabpils un Krustpils tika administratīvi apvienotas **1962. gadā**, lai izveidotu vienotu pilsētu struktūru.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 138}"
638,Kura upe sadala Jēkabpili divās daļās?,Daugava sadala Jēkabpili divās daļās - Krustpilī un Jēkabpilī.,"Jēkabpils ir pilsēta, kuru sadala divās daļās - Krustpils un Jēkabpils - pateicoties Daugavas upei, kas plūst cauri tās teritorijai.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 134}"
639,Kurā gadā Jēkabpilij piešķīra pilsētas tiesības?,"Hercogs Jēkabs apdzīvotai vietai, kas atradās Daugavas kreisajā krastā, piešķīra pilsētas tiesības 1670. gadā.","1670. gadā hercogs Jēkabs apdzīvotai vietai kreisajā Daugavas krastā piešķīra pilsētas tiesības, kas vēlāk kļuva pazīstama kā Jēkabpils.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 135}"
640,Kādi ir Jēkabpils pilsētas simboli?,"Par pilsētas simboliem tiek uzskatīta Krustpils pils un Jēkabpils Svētā Gara klosteris, kas attēloti Jēkabpils pilsētas logotipā.","Jēkabpils pilsētas logotipā iekļauti simboli, kas ir Krustpils pils un Jēkabpils Svētā Gara klosteris, uzskatāmi par ievērojamākajiem šīs pilsētas simboliem.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 137}"
641,No kurienes cēlies Ventspils nosaukums?,"Ventspils nosaukums ir cēlies no Ventas upes, kas plūst cauri pilsētai.","Ventspils nosaukums ir iegūts no Ventas upes, kura tek cauri šai pilsētai un veido tās dabisko vidi.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 140}"
642,Kas ir Jēkabpils iedzīvotāju skaita ziņā?,Jēkabpils ir 10. lielākā pilsēta Latvijā iedzīvotāju skaita ziņā.,"Jēkabpils ir desmitā lielākā pilsēta Latvijā, ja skatās pēc iedzīvotāju skaita, kur priekšā ir Rīga un Daugavpils, bet tās apsteidz citas mazākas pilsētas.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 139}"
643,Kādas ir trīs vecākās Kurzemes pilsētas?,"Trīs vecākās Kurzemes pilsētas ir Aizpute, Kuldīga un Ventspils.","Trīs no vecākajām pilsētām Kurzemes reģionā ir Aizpute, Ventspils un Kuldīga, kuras visām ir bagāta vēsture un kultūras mantojums.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 144}"
644,Kāds ir Ventspils kā ostas pilsētas vēsturiskais nozīmīgums Kurzemes un Zemgales hercogistes laikā?,"Kurzemes un Zemgales hercogistes laikā, īpaši hercoga Jēkaba valdīšanas laikā (1642-1682), Ventspils bija nozīmīga ostas pilsēta un kuģubūves centrs. Šajā laikā tika uzbūvēti 44 karakuģi un 79 tirdzniecības kuģi, no kuriem daži tika pārdoti citām Eiropas valstīm.","Kurzemes un Zemgales hercogistes laikā, īpaši hercoga Jēkaba valdīšanas periodā (1642-1682), Ventspils izcēlās kā svarīga ostas pilsēta un kuģubūves centrs. Tika uzbūvēti 44 karakuģi un 79 tirdzniecības kuģi, kas tiek minēts arī citās Eiropas valstīs, jo dažus kuģus pārdeva ārvalstīm.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 141}"
645,No kāda etnonīma ir cēlies Kurzemes nosaukums un kur tas ir minēts?,"Kurzemes nosaukums ir cēlies no etnonīma ""kurši"" (senākā forma ""kursi"") jeb ""kūri"", kas rakstos kā Cori minēti jau 9. gadsimtā.","Kurzemes nosaukuma izcelsme ir no etnonīma ""kurši"", agrāk saukta par ""kursi"" vai ""kūri"", un šie vārdi rakstos ir minēti kā Cori jau 9. gadsimtā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 145}"
646,Kāds ir Ventspils klimats?,"Ventspilij ir izteikts piejūras klimats ar nelielu gada temperatūras amplitūdu, kas nozīmē samērā vēsas vasaras un siltas ziemas. Raksturīgi nepastāvīgi sala periodi, bieža mākoņainība, nokrišņi un migla. Pavasaris ir vēss, bet rudens garš.","Ventspilī valda piejūras klimats, kas raksturojas ar mazām temperatūras svārstībām visa gada laikā, kas nodrošina vēsas vasaras un maigi siltas ziemas. Sala periodi ir īslaicīgi, bieži uztur mākoņi, nokrišņi un migla. Pavasaris ir dzestrs, bet rudens ievērojami pagarināts.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 142}"
647,Kurā un kad notika 2023. gada Pasaules Āempionāts hokejā?,2023. gada Pasaules āempionāts hokejā notika Somijā (Tamperē) un Latvijā (Rīgā) no 2023. gada 12. līdz 28. maijam.,"2023. gada Pasaules čempionāts hokejā norisinājās 2023. gada 12.-28. maijā Somijā, Tamperē un Latvijā, Rīgā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 146}"
648,"Kad tika dibināta Kurzemes bīskapija, kas iezīmē mūsdienu Kurzemes teritoriālās identitātes sākumu?",Kurzemes bīskapija tika dibināta 1230. gadā. Šis gads tiek uzskatīts par mūsdienu Kurzemes teritoriālās identitātes sākumu.,"Kurzemes bīskapija tika nodibināta 1230. gadā, un šis datums tiek uzskatīts par mūsdienu Kurzemes teritorijas identitātes aizsākumu.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 143}"
649,Kāpēc šogad tika rīkots Pasaules āempionāts hokejā?,2023. gada Pasaules āempionāts hokejā bija 87. Pasaules āempionāts hokejā.,"2023. gadā Pasaules čempionāts hokejā notika, jo tas bija jau 87. reizi rīkotais šī sporta veida notikums.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 147}"
650,Kurš bija Anšlava Eglīša tēvs?,Anšlava Eglīša tēvs bija rakstnieks Viktors Eglītis.,"Rakstnieks Viktors Eglītis bija Anšlava Eglīša tēvs, un viņu ģimene bija pazīstama ar radošu ieguldījumu literatūrā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 149}"
651,Ar kādu slimību Anšlavs Eglītis saslima 1925. gadā?,"Anšlavs Eglītis 1925. gadā saslima ar tuberkulozi un devās ārstēties uz Leisenes sanatoriju Šveicē, netālu no Ženēvas.","1925. gadā Anšlavs Eglītis saslima ar tuberkulozi un devās atgūt veselību uz Leisenes sanatoriju Šveicē, kas atradās netālu no Ženēvas.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 150}"
652,"Kā sauca Miķeļdienas svētku rituālu, kas bija saistīts ar auglības nodrošināšanu nākamajiem gadiem?",Raksturīgākais Miķeļdienas pagāniskais rituāls bija Jumja ķeršana. Ar šī rituāla palīdzību zemkopji centās nodrošināt druvas auglību nākamajos gados.,"Miķeļdienas svētku ietvaros zemkopji veica Jumja ķeršanu, lai nodrošinātu druvas auglību nākamajam gadam.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 152}"
653,Kad tika publicēts Anšlava Eglīša pirmais dzejoļu krājums?,"Anšlava Eglīša pirmais dzejoļu krājums ""Vientulis un dzīrotājs"" tika publicēts 1938. gadā.","Anšlava Eglīša pirmais dzejoļu krājums, kurš nes nosaukumu ""Vientulis un dzīrotājs"", tika publicēts **1938.** gadā, tātad pirms Otrā pasaules kara sākuma.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 151}"
654,Kāpēc Latvija un Somija ieguva tiesības rīkot 2023. gada Pasaules āempionātu hokejā?,"Latvija un Somija ieguva tiesības rīkot 2023. gada āempionātu, jo tas tika atāemts Krievijai pēc 2022. gada iebrukuma Ukrainā. Somija iepriekš bija uzņēmusi 2022. gada āempionātu, bet Latvija - 2021. gada āempionātu.","2023. gada Pasaules čempionāts hokejā tika piešķirts Latvijai un Somijai, jo tiesības tika atņemtas Krievijai pēc tās iebrukuma Ukrainā 2022. gadā. Pirms tam Somija bija rīkojusi 2022. gada čempionātu, savukārt Latvija 2021. gadā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 148}"
655,Kas notika ar Miķeļiem saistītajā derību tradīcijā?,"Miķeļi bija pēdējais laiks, kad vasarā nolūkoto meitu varēja bildināt un dzert derības. Pēc Miķeļiem bildināšana bija jāatliek uz citu gadu.","Miķeļi bija laiks, kad drīkstēja bildināt vasarā nolūkoto meitu un piedalīties derībās, bet pēc šīm dienām bija jāatliek piedāvājumi.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 153}"
656,Kāda loma bija erceņģelim Miķelim viduslaiku katoļu tradīcijās?,Viduslaiku katoļu tradīcijās erceņģelis Miķelis bija karavīru aizbildnis.,Viduslaiku katoļu tradīcijās erceņģelis Miķelis tika uzskatīts par karavīru sargātāju un aizbildni.,True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 154}"
657,Ar ko Uldis Dumpis ir precējies?,Viņa sieva ir televīzijas režisore Daina Dumpe (dzimusi Dzene).,Ulda Dumpja laulātā ir televīzijas režisore Daina Dumpe (dzimusi Dzene).,True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 157}"
658,Kādus mūzikas instrumentus spēlē Uldis Dumpis?,Uldis Dumpis ir apguvis klavierspēli un trompetes spēli mūzikas skolā.,"Uldis Dumpis ir mācījies spēlēt gan klavieres, gan trompeti mūzikas skolā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 156}"
659,Kur dzimis Uldis Dumpis?,"Uldis Dumpis ir dzimis Bauskā, Latvijā.","Uldis Dumpis, kuru pazīst ar daudzām lomām latviešu kino un teātrī, nācis pasaulē Bauskā, kura atrodas Latvijā.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 155}"
660,Ar kurām vēsturiskajām zemēm Zemgale bija cieši saistīta agrāk?,Zemgale agrāk bija cieši saistīta ar Kurzemes un Sēlijas zemēm.,"Zemgale kādreiz bija cieši saistīta ar vēsturiskajām Kurzemes un Sēlijas zemēm, veidojot spēcīgas reģionālās saites.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 158}"
661,"Kāds ir Zemgales ģeogrāfiskais raksturojums, salīdzinot ar citām Latvijas vēsturiskajām zemēm?",Lielākā daļa Zemgales teritorijas ir līdzenums. Pārējās Latvijas vēsturiskās zemes ietver arī augstienes.,"Zemgali raksturo plaši līdzenumi, atšķirībā no citām Latvijas vēsturiskajām zemēm, piemēram, Vidzemes vai Latgales, kur atrodas augstākas teritorijas.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 159}"
662,Kad tika nodibināta Zemgales bīskapija?,Zemgales bīskapija tika nodibināta 1226. gadā.,"Zemgales bīskapija tika nodibināta 1226. gadā, kad Latvijā notika nozīmīgas viduslaiku pārmaiņas.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 160}"
663,"Cik aptuveni cilvēku piedalījās Baltijas ceļā, un kā tas tika dokumentēts?","Baltijas ceļā piedalījās no viena līdz diviem miljoniem cilvēku. Šis skaitlis ir balstīts uz dažādiem avotiem un aplēsēm, ieskaitot video materiālus, kas filmēti no helikopteriem un lidmašīnām, kas parādīja nepārtrauktu cilvēku ķēdi visā maršruta garumā.","Aptuveni viens līdz divi miljoni cilvēku piedalījās Baltijas ceļā, un šo notikumu dokumentēja ar uzņemtiem video materiāliem no gaisa, uztverot visu nebeidzamo cilvēku ķēdi, kas sniedzās pāri valstīm.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 163}"
664,Kurā gadā un laikā notika Baltijas ceļš?,Baltijas ceļš notika 1989. gada 23. augustā plkst. 19.00.,"Baltijas ceļš notika 1989. gada 23. augustā, aptuveni plkst. 19.00, kad cilvēki no Latvijas, Lietuvas un Igaunijas savienojās rokās vairāk nekā 600 kilometrus garā dzīvē.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 161}"
665,Kāds bija Baltijas ceļa mērķis?,"Baltijas ceļa mērķis bija pievērst pasaules uzmanību Baltijas valstu vēsturiskajiem notikumiem un Molotova-Ribentropa pakta 50. gadadienai, kas sadalīja ietekmes sfēras Eiropā, ieskaitot Baltijas valstis.","Baltijas ceļa galvenais mērķis bija pievērst starptautisko sabiedrību Baltijas valstu vēsturiskajiem notikumiem un atgādināt par Molotova-Ribentropa pakta 50. gadadienu, kas noteica Eiropas sadales līnijas, uztverot arī Baltijas reģionu.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 162}"
666,Kur dzimis Arturs Krišjānis Kariņš?,"Arturs Krišjānis Kariņš ir dzimis Delavēras štatā, ASV, trimdas latviešu ģimenē 1964. gadā. Viņa tēvs, Uldis Kariņš, Otrā pasaules kara laikā 1944. gadā kopā ar vecākiem devās bēgļu gaitās uz Zviedriju, vēlāk uz ASV.","Arturs Krišjānis Kariņš nāk no trimdas latviešu ģimenes un piedzima Delavēras štatā, ASV, 1964. gadā. Otrajā pasaules karā viņa tēvs, Uldis Kariņš, kopā ar ģimeni bēga no Latvijas uz Zviedriju, pirms nokļuva ASV.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 164}"
667,Ar ko Arturs Krišjānis Kariņš apprecējās un kad pārcēlās uz dzīvi Latvijā?,Arturs Krišjānis Kariņš apprecējās ar Andu Kariņu 1996. gadā un tajā pašā gadā pārcēlās uz pastāvīgu dzīvi Rīgā.,Arturs Krišjānis Kariņš 1996. gadā apprecējās ar Andu Kariņu un tajā pašā gadā pārcēlās dzīvot uz Rīgu.,True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 166}"
668,Kāda ir Artura Krišjāņa Kariņa izglītība?,"Kariņš ieguva bakalaura grādu valodniecībā Pensilvānijas Universitātē Filadelfijā. Viņš specializējās skaņu mācībā, fonētikā un fonoloģijā, un vēlāk ieguva doktora (Ph.D.) grādu valodniecībā, aizstāvot disertāciju par latviešu valodas zilbju intonāciju.","Arturs Krišjānis Kariņš ieguva bakalaura grādu valodniecībā Pensilvānijas Universitātē Filadelfijā, kur viņš specializējās skaņu mācībā. Pēc tam viņš aizstāvēja disertāciju, iegūstot doktora grādu, ar uzmanību latviešu valodas zilbju intonācijai.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 165}"
669,"Kā vācbaltiešu mācītājs Gustavs Braše sākotnēji lietoja jēdzienu ""jaunlatvieši""?","Gustavs Braše sākotnēji lietoja jēdzienu ""jaunlatvieši"" nievājošā un ironiskā nozīmē, ar to domājot nemierniekus un dumpiniekus. Šo vārdu viņš piedēvēja Jurim Alunānam pēc viņa dzejoļu krājuma ""Dziesmiņas, latviešu valodai pārtulkotas"" izlasīšanas.","Gustavs Braše jēdzienu ""jaunlatvieši"" sākumā uztvēra nievājoši un ironiski, uzskatot par to dumpiniekus. Šo apzīmējumu viņš piešķīra Jurim Alunānam pēc viņa dzejoļu krājuma ""Dziesmiņas, latviešu valodai pārtulkotas"" izlasīšanas.",True,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_match_answers"", ""type_gen"": ""ents"", ""original_data_idx"": 168}"
